_id,ltable_ID,rtable_ID,ltable_Name,ltable_Genre,ltable_ReleaseDate,ltable_Director,ltable_Creator,rtable_Name,rtable_Genre,rtable_ReleaseDate,rtable_Director,rtable_Creator,Truth
1446,1107,690,Return of the Magnificent Seven,"Western,Action & Adventure,Art House & International,Classics","Oct 19, 1966 Wide",Burt Kennedy,Larry Cohen,Halloween 4: The Return of Michael Myers,"Horror,Thriller",21 October 1988 (USA),Dwight H. Little,"Dhani Lipsius,Larry Rattner",0
1449,2001,690,Return of the Living Dead 3,Horror,"Jan 1, 1993 Wide",Brian Yuzna,John Penney,Halloween 4: The Return of Michael Myers,"Horror,Thriller",21 October 1988 (USA),Dwight H. Little,"Dhani Lipsius,Larry Rattner",0
1452,6264,690,Return of the Man from U.N.C.L.E.,"Action & Adventure,Television,Mystery & Suspense","Apr 5, 1983 Wide","Ray Austin,Raymond Austin",Michael Sloan,Halloween 4: The Return of Michael Myers,"Horror,Thriller",21 October 1988 (USA),Dwight H. Little,"Dhani Lipsius,Larry Rattner",0
1453,2259,690,Halloween 4: The Return of Michael Myers,Horror,"Jan 1, 1988 Wide","Dwight H. Little,Mark Cullingham","Alan B. McElroy,Larry Rattner",Halloween 4: The Return of Michael Myers,"Horror,Thriller",21 October 1988 (USA),Dwight H. Little,"Dhani Lipsius,Larry Rattner",1
1454,2415,690,Halloween 5: The Revenge of Michael Myers,Horror,"Oct 13, 1989 Wide",Dominique Othenin-Girard,"Shem Bitterman,Dominique Othenin-Girard,Michael Jacobs,Michael D. Jacobs",Halloween 4: The Return of Michael Myers,"Horror,Thriller",21 October 1988 (USA),Dwight H. Little,"Dhani Lipsius,Larry Rattner",0
1467,3808,6920,The Anniversary Party,"Drama,Comedy","Jun 8, 2001 Wide","Jennifer Jason Leigh,Alan Cumming","Jennifer Jason Leigh,Alan Cumming",The Anniversary Party,"Comedy,Drama,Romance",29 June 2001 (USA),"Alan Cumming,Jennifer Jason Leigh","Jennifer Jason Leigh,Alan Cumming",1
1468,4003,2718,The Haunted Mansion,"Horror,Kids & Family,Mystery & Suspense,Science Fiction & Fantasy,Comedy","Nov 26, 2003 Wide",Rob Minkoff,David Berenbaum,The Haunted Mansion,"Comedy,Family,Fantasy",26 November 2003 (USA),Rob Minkoff,David Berenbaum,0
1470,6196,5075,The Naked Gun 33 1/3: The Final Insult,Comedy,"Mar 18, 1994 Wide",Peter Segal,"Jerry Zucker,Robert LoCash,David Zucker,Pat Proft,Jim Abrahams",Naked Gun 33 1/3: The Final Insult,"Comedy,Crime",18 March 1994 (USA),Peter Segal,"Pat Proft,David Zucker",1
1476,2849,1507,The Swan Princess,"Animation,Kids & Family,Comedy","Jun 1, 1994 Wide",Richard Rich,"Richard Rich,Brian Nissen",The Swan Princess,"Animation,Comedy,Family",18 November 1994 (USA),Richard Rich,"Richard Rich,Brian Nissen",1
1477,5404,687,The Invisible War,"Documentary,Special Interest","Jun 22, 2012 Limited",Kirby Dick,"Kirby Dick,Doug Blush,Amy Ziering Kofman,Amy Ziering",The Invisible War,"Documentary,Crime,Drama",20 January 2012 (USA),Kirby Dick,"Kirby Dick,Amy Ziering",0
1481,5285,3457,The Family Tree,"Drama,Comedy","Aug 26, 2011 Limited",Vivi Friedman,Mark Lisson,The Family Tree,"Comedy,Drama",26 August 2011 (USA),Vivi Friedman,Mark Lisson,1
1483,24,3826,All Quiet on the Western Front,"Drama,Classics","Aug 24, 1930 Wide",Lewis Milestone,"Erich Maria Remarque,Lewis Milestone,Maxwell Anderson,Del Andrews,George Abbott",All Quiet on the Western Front,"Drama,War",24 August 1930 (USA),Lewis Milestone,"Erich Maria Remarque,Maxwell Anderson",1
1486,5717,5162,A Haunted House 2,Comedy,"Apr 18, 2014 Wide",Michael Tiddes,"Rick Alvarez,Marlon Wayans",A Haunted House,"Comedy,Horror",11 January 2013 (USA),Michael Tiddes,"Marlon Wayans,Rick Alvarez",0
1493,222,5752,Every Day's a Holiday (Seaside Swingers) (The Adventures of Tim),Comedy,"May 30, 1965 Wide",James Hill,,The Killing of a Chinese Bookie,"Crime,Drama",8 October 1977 (Sweden),John Cassavetes,John Cassavetes,0
1495,464,1206,The Woman in Black 2 Angel of Death,"Mystery & Suspense,Horror","Jan 2, 2015 Wide",Tom Harper,Jon Croker,Pirates of the Caribbean: The Curse of the Black Pearl,"Action,Adventure,Fantasy",9 July 2003 (USA),Gore Verbinski,"Ted Elliott,Terry Rossio",0
1496,536,1206,Pirates of the Caribbean: The Curse of the Black Pearl,"Action & Adventure,Science Fiction & Fantasy","Jun 28, 2003 Wide",Gore Verbinski,"Ted Elliott,Terry Rossio",Pirates of the Caribbean: The Curse of the Black Pearl,"Action,Adventure,Fantasy",9 July 2003 (USA),Gore Verbinski,"Ted Elliott,Terry Rossio",1
1498,3949,1206,Wallace & Gromit: The Curse of the Were-Rabbit,"Action & Adventure,Animation,Kids & Family,Comedy","Oct 7, 2005 Wide","Helena Bonham Carter,John Thomson,Peter Kay,Peter Sallis,Ralph Fiennes,Steve Box,Nick Park","Bob Barker,Bob Baker,Steve Box,Mark Burton,Nick Park",Pirates of the Caribbean: The Curse of the Black Pearl,"Action,Adventure,Fantasy",9 July 2003 (USA),Gore Verbinski,"Ted Elliott,Terry Rossio",0
1508,2355,1183,Sinbad: Legend of the Seven Seas,"Action & Adventure,Animation,Kids & Family,Romance","Jul 2, 2003 Wide","Patrick Gilmore (III),Patrick Gilmore,Tim Johnson",John Logan,The Legend of Zorro,"Action,Adventure,Western",28 October 2005 (USA),Martin Campbell,"Roberto Orci,Alex Kurtzman",0
1515,4376,3193,Night at the Museum: Secret of the Tomb,"Action & Adventure,Comedy","Dec 19, 2014 Wide",Shawn Levy,"Michael Handelman,David Guion",The Secret of Roan Inish,"Drama,Family,Fantasy",3 February 1995 (USA),John Sayles,"Rosalie K. Fry,John Sayles",0
1527,1058,5485,Emil and the Detectives,"Drama,Action & Adventure,Kids & Family,Mystery & Suspense,Comedy","Jan 1, 2002 Wide",Franziska Buch,"Franziska Buch,Erich Kästner",Emil and the Detectives,"Comedy,Family,Drama",18 December 1964 (USA),Peter Tewksbury,"AJ Carothers,Erich Kästner",0
1528,4192,6182,The Phantom of the Opera,"Drama,Horror,Musical & Performing Arts,Special Interest","Jan 21, 2005 Wide",Joel Schumacher,"Ben Elton,Gaston Leroux,Joel Schumacher,Andrew Lloyd Webber",The Phantom of the Opera,"Drama,Musical,Romance",22 December 2004 (USA),Joel Schumacher,"Gaston Leroux,Andrew Lloyd Webber",1
1545,1426,4078,Star Wars: Episode II - Attack of the Clones 3D,"Science Fiction & Fantasy,Cult Movies","May 16, 2002 Wide",George Lucas,"Jonathan Hales,George Lucas",The Unnamable II: The Statement of Randolph Carter,Horror,10 March 1993 (USA),Jean-Paul Ouellette,"H.P. Lovecraft,Jean-Paul Ouellette",0
1547,2025,4078,Return of the Living Dead Part II,Horror,"Jan 8, 1988 Wide",Ken Wiederhorn,Ken Wiederhorn,The Unnamable II: The Statement of Randolph Carter,Horror,10 March 1993 (USA),Jean-Paul Ouellette,"H.P. Lovecraft,Jean-Paul Ouellette",0
1553,5250,1713,New Year's Eve,"Comedy,Romance","Dec 9, 2011 Wide",Garry Marshall,Katherine Fugate,New Year's Eve,"Comedy,Romance",9 December 2011 (USA),Garry Marshall,Katherine Fugate,1
1558,2073,1219,Transformers: Age of Extinction,"Action & Adventure,Science Fiction & Fantasy","Jun 27, 2014 Wide",Michael Bay,Ehren Kruger,Transformers: Age of Extinction,"Action,Adventure,Sci-Fi",27 June 2014 (USA),Michael Bay,Ehren Kruger,1
1559,1017,2511,The Incredible Journey,"Action & Adventure,Kids & Family,Classics","Oct 30, 1963 Wide",Fletcher Markle,"Sheila Burnford,James Algar",Homeward Bound: The Incredible Journey,"Adventure,Comedy,Drama",12 February 1993 (USA),Duwayne Dunham,"Sheila Burnford,Caroline Thompson",0
1569,628,2901,Angels in the Outfield,"Kids & Family,Science Fiction & Fantasy,Comedy","Jul 15, 1994 Wide",William Dear,George Wells,Angels in the Outfield,"Comedy,Family,Fantasy",15 July 1994 (USA),William Dear,"Dorothy Kingsley,George Wells",1
1572,648,5976,The Greatest Show on Earth,"Drama,Kids & Family,Romance,Classics","Feb 21, 1952 Limited",Cecil B. DeMille,"Fredric M. Frank,Barré Lyndon,Theodore St. John,Barré Lyndon,Theodore St. John",The Last Man on Earth,"Horror,Sci-Fi",8 March 1964 (USA),"Ubaldo Ragona,Sidney Salkow","William F. Leicester,Richard Matheson",0
1586,4052,6108,The Texas Chainsaw Massacre,Horror,"Oct 17, 2003 Wide",Marcus Nispel,Scott Kosar,Texas Chainsaw Massacre: The Next Generation,"Comedy,Horror,Thriller",21 October 1995 (Japan),Kim Henkel,"Kim Henkel,Tobe Hooper",0
1598,2026,5817,The Return of the Living Dead,"Horror,Science Fiction & Fantasy,Comedy","Aug 16, 1985 Wide",Dan O'Bannon,Dan O'Bannon,Dorchester's Revenge: The Return of Crinoline Head,Horror,2 August 2014 (USA),Tommy Faircloth,Tommy Faircloth,0
1601,2259,5817,Halloween 4: The Return of Michael Myers,Horror,"Jan 1, 1988 Wide","Dwight H. Little,Mark Cullingham","Alan B. McElroy,Larry Rattner",Dorchester's Revenge: The Return of Crinoline Head,Horror,2 August 2014 (USA),Tommy Faircloth,Tommy Faircloth,0
1604,3729,5817,Cats & Dogs: The Revenge of Kitty Galore,"Action & Adventure,Kids & Family,Comedy","Jul 30, 2010 Wide",Brad Peyton,"Ron J. Friedman,Steve Bencich,Steven Bencich",Dorchester's Revenge: The Return of Crinoline Head,Horror,2 August 2014 (USA),Tommy Faircloth,Tommy Faircloth,0
1605,175,611,Three Smart Girls,"Musical & Performing Arts,Classics,Comedy","Dec 20, 1936 Wide",Henry Koster,"Adele Comandini,Austin Parker",Three Smart Girls,"Comedy,Musical,Romance",20 December 1936 (USA),Henry Koster,"Adele Comandini,Adele Comandini",1
1614,3894,3514,About a Boy,"Drama,Romance,Comedy","May 17, 2002 Wide","Chris Weitz,Paul Weitz","Peter Hedges,Chris Weitz,Paul Weitz",About a Boy,"Comedy,Drama,Romance",17 May 2002 (USA),"Chris Weitz,Paul Weitz","Nick Hornby,Peter Hedges",1
1619,319,2452,Road to Singapore,"Classics,Comedy","Jan 1, 1940 Wide",Victor Schertzinger,"Don Hartman,Frank R. Butler,Frank Butler",Road to Singapore,"Comedy,Musical,Romance",22 March 1940 (USA),Victor Schertzinger,"Don Hartman,Frank Butler",1
1625,4904,1929,Land of the Lost,"Action & Adventure,Science Fiction & Fantasy,Comedy","Jun 5, 2009 Wide",Brad Silberling,"Chris Henchy,Dennis McNicholas",Land of the Lost,"Adventure,Comedy,Sci-Fi",5 June 2009 (USA),Brad Silberling,"Chris Henchy,Dennis McNicholas",1
1628,3906,1929,Spy Kids 2: The Island of Lost Dreams,"Action & Adventure,Kids & Family,Mystery & Suspense","Aug 7, 2002 Wide",Robert Rodriguez,Robert Rodriguez,Land of the Lost,"Adventure,Comedy,Sci-Fi",5 June 2009 (USA),Brad Silberling,"Chris Henchy,Dennis McNicholas",0
1629,5659,2664,This Is the End,"Drama,Action & Adventure,Horror,Comedy","Jun 12, 2013 Wide","Seth Rogen,Evan Goldberg","Seth Rogen,Evan Goldberg",This Is the End,"Comedy,Fantasy",12 June 2013 (USA),"Evan Goldberg,Seth Rogen","Seth Rogen,Evan Goldberg",1
1632,773,2039,The Secret Life of Pets,Animation,"Jul 8, 2016 Wide","Chris Renaud,Yarrow Cheney","Ken Daurio,Cinco Paul",The Private Life of Sherlock Holmes,"Adventure,Comedy,Crime",29 October 1970 (USA),Billy Wilder,"Arthur Conan Doyle,Billy Wilder",0
1635,5352,2039,The Tree of Life,"Documentary,Drama,Special Interest","Feb 11, 2008 Wide",Hava Volterra,"Hava Volterra,David N. Donihue",The Private Life of Sherlock Holmes,"Adventure,Comedy,Crime",29 October 1970 (USA),Billy Wilder,"Arthur Conan Doyle,Billy Wilder",0
1646,4172,6241,Around the World in 80 Days,"Drama,Action & Adventure,Kids & Family,Comedy","Oct 17, 1956 Wide","John Farrow,Michael Anderson","John Farrow,James Poe,S.J. Perelman",Crack in the World,Sci-Fi,15 April 1965 (USA),Andrew Marton,"Jon Manchip White,Jon Manchip White",0
1651,778,1525,The Secret Life Of Walter Mitty,"Drama,Action & Adventure,Comedy","Dec 25, 2013 Wide",Ben Stiller,"Steve Conrad,Steven Conrad",Teenage Mutant Ninja Turtles II: The Secret of the Ooze,"Action,Adventure,Comedy",22 March 1991 (USA),Michael Pressman,"Kevin Eastman,Peter Laird",0
1658,2025,1525,Return of the Living Dead Part II,Horror,"Jan 8, 1988 Wide",Ken Wiederhorn,Ken Wiederhorn,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,"Action,Adventure,Comedy",22 March 1991 (USA),Michael Pressman,"Kevin Eastman,Peter Laird",0
1660,782,223,Miracle in the Rain,"Drama,Romance,Classics","Mar 31, 1956 Wide","Ben Hecht,Rudolph Maté",Ben Hecht,Soldier in the Rain,"Comedy,Drama",27 November 1963 (USA),Ralph Nelson,"Maurice Richlin,Blake Edwards",0
1666,6104,4798,Barefoot in the Park,"Drama,Classics,Comedy","Jan 1, 1967 Wide",Gene Saks,Neil Simon,The Girl in the Park,Drama,5 December 2008 (UK),David Auburn,David Auburn,0
1669,5259,5283,The Life And Times Of The Red Dog Saloon,"Musical & Performing Arts,Documentary","Oct 7, 1996 Wide",Mary Works,,The 9th Life of Louis Drax,Thriller,2015 (USA),Alexandre Aja,"Liz Jensen,Max Minghella",0
1673,3443,5283,The Book of Life,"Animation,Romance","Oct 17, 2014 Wide",Jorge R. Gutierrez,"Jorge R. Gutierrez,Douglas Langdale",The 9th Life of Louis Drax,Thriller,2015 (USA),Alexandre Aja,"Liz Jensen,Max Minghella",0
1684,222,4369,Every Day's a Holiday (Seaside Swingers) (The Adventures of Tim),Comedy,"May 30, 1965 Wide",James Hill,,The Adventures of Buckaroo Banzai Across the 8th Dimension,"Adventure,Comedy,Romance",10 August 1984 (USA),W.D. Richter,Earl Mac Rauch,0
1689,3162,4369,The Adventures of Pinocchio,"Science Fiction & Fantasy,Kids & Family","Jul 26, 1996 Wide","Steven Barron,Steve Barron","Sherry Mills,Tom Benedek,Barry Berman,Steve Barron",The Adventures of Buckaroo Banzai Across the 8th Dimension,"Adventure,Comedy,Romance",10 August 1984 (USA),W.D. Richter,Earl Mac Rauch,0
1695,293,5656,The Adventures of Huckleberry Finn,"Drama,Action & Adventure,Kids & Family,Classics,Comedy","Aug 3, 1960 Wide",Michael Curtiz,"Mark Twain,James Lee",The Adventures of Huckleberry Finn,"Adventure,Drama,Family",10 February 1939 (USA),Richard Thorpe,"Hugo Butler,Mark Twain",0
1697,3162,5656,The Adventures of Pinocchio,"Science Fiction & Fantasy,Kids & Family","Jul 26, 1996 Wide","Steven Barron,Steve Barron","Sherry Mills,Tom Benedek,Barry Berman,Steve Barron",The Adventures of Huckleberry Finn,"Adventure,Drama,Family",10 February 1939 (USA),Richard Thorpe,"Hugo Butler,Mark Twain",0
1698,3664,5656,The Adventures of Rocky & Bullwinkle,"Kids & Family,Science Fiction & Fantasy,Comedy","Jun 30, 2000 Wide",Des McAnuff,"Ken Lonergan,Kenneth Lonergan",The Adventures of Huckleberry Finn,"Adventure,Drama,Family",10 February 1939 (USA),Richard Thorpe,"Hugo Butler,Mark Twain",0
1699,3521,3413,The Other Sister,"Drama,Comedy","Feb 26, 1999 Wide",Garry Marshall,"Garry Marshall,Bob Brunner",The Other Sister,"Comedy,Drama,Romance",26 February 1999 (USA),Garry Marshall,"Alexandra Rose,Blair Richwood",1
1705,215,143,The Prisoner of Zenda,"Classics,Action & Adventure","Nov 14, 1952 Wide",Richard Thorpe,"John L. Balderston,Noel Langley,Wells Root",Harry Potter and the Prisoner of Azkaban,"Adventure,Family,Fantasy",4 June 2004 (USA),Alfonso Cuarón,"J.K. Rowling,Steve Kloves",0
1716,5494,3758,Think Like a Man,Comedy,"Apr 20, 2012 Wide",Tim Story,"Keith Merryman,David A. Newman",Think Like a Man Too,"Comedy,Romance",20 June 2014 (USA),Tim Story,"Keith Merryman,David A. Newman",0
1721,6024,2645,Die Another Day,"Mystery & Suspense,Action & Adventure","Nov 22, 2002 Wide",Lee Tamahori,"Neal Purvis,Robert Wade",Die Another Day,"Action,Adventure,Thriller",22 November 2002 (USA),Lee Tamahori,"Ian Fleming,Neal Purvis",1
1726,5411,789,A Brave Heart: The Lizzie Velasquez Story,"Documentary,Kids & Family,Special Interest","Sep 25, 2015 Limited",Sara Hirsh Bordo,Michael Campo,A Brave Heart: The Lizzie Velasquez Story,"Documentary,Biography,Family",25 September 2015 (USA),Sara Hirsh Bordo,Michael Campo,1
1727,5712,5013,Inside Llewyn Davis,Drama,"Dec 6, 2013 Wide","Ethan Coen,Joel Coen","Ethan Coen,Joel Coen",Inside Llewyn Davis,"Drama,Music",10 January 2014 (USA),"Ethan Coen,Joel Coen","Joel Coen,Ethan Coen",1
1731,45,1976,Spirit - Stallion of the Cimarron,"Drama,Animation,Kids & Family","May 24, 2002 Wide","Lorna Cook,Kelly Asbury",John Fusco,Spirit: Stallion of the Cimarron,"Animation,Adventure,Comedy",24 May 2002 (USA),"Kelly Asbury,Lorna Cook",John Fusco,1
1736,5259,4205,The Life And Times Of The Red Dog Saloon,"Musical & Performing Arts,Documentary","Oct 7, 1996 Wide",Mary Works,,Going Clear: Scientology and the Prison of Belief,Documentary,25 June 2015 (Italy),Alex Gibney,"Alex Gibney,Lawrence Wright",0
1740,683,2789,It Came from Outer Space,"Horror,Mystery & Suspense,Classics,Science Fiction & Fantasy","Oct 23, 1953 Wide",Jack Arnold,"Harry Essex,Harry J. Essex",Killer Klowns from Outer Space,"Comedy,Horror,Sci-Fi",27 May 1988 (USA),Stephen Chiodo,"Charles Chiodo,Stephen Chiodo",0
1742,198,6077,The Walking Dead,"Drama,Horror,Classics,Science Fiction & Fantasy","Mar 13, 1936 Wide",Michael Curtiz,"Ewart Adamson,Peter Milne,Robert Adams,Robert D. Andrews,Lillie Hayward",The Walking Dead,"Drama,War",24 February 1995 (USA),Preston A. Whitmore II,Preston A. Whitmore II,0
1745,579,2006,In a Lonely Place,"Drama,Romance,Mystery & Suspense,Classics","May 17, 1950 Wide",Nicholas Ray,"Andrew Solt,Edmund H. North",A Place in the Sun,"Drama,Romance",11 October 1951 (France),George Stevens,"Theodore Dreiser,Patrick Kearney",0
1747,5977,2006,A Million Ways to Die in the West,"Western,Comedy","May 30, 2014 Wide",Seth MacFarlane,"Seth MacFarlane,Alec Sulkin,Wellesley Wild",A Place in the Sun,"Drama,Romance",11 October 1951 (France),George Stevens,"Theodore Dreiser,Patrick Kearney",0
1754,5229,1119,Puss In Boots 2: Nine Lives & 40 Thieves,Animation,"Dec 31, 2018 Wide",Chris Miller,,Puss in Boots,"Animation,Adventure,Comedy",28 October 2011 (USA),Chris Miller,"Charles Perrault,Tom Wheeler",0
1756,5817,6684,Best Kept Secret,"Documentary,Special Interest","Sep 6, 2013 Limited",Samantha Buck,Zeke Farrow,Best Kept Secret,"Documentary,Drama",4 May 2013 (USA),Samantha Buck,"Francisco Bello,Samantha Buck",1
1764,6155,809,The Peanuts Movie,"Animation,Kids & Family","Nov 6, 2015 Wide",Steve Martino,"Brian Schulz,Cornelius Uliano,Craig Schulz",The Peanuts Movie,"Animation,Adventure,Comedy",6 November 2015 (USA),Steve Martino,"Bryan Schulz,Charles M. Schulz",1
1765,570,5196,The Story of Seabiscuit,"Drama,Kids & Family,Romance,Classics","Nov 12, 1949 Wide","David Butler (I),David Butler,David Butler",John Taintor Foote,"Not Quite Hollywood: The Wild, Untold Story of Ozploitation!",Documentary,28 August 2008 (Australia),Mark Hartley,Mark Hartley,0
1767,1013,4239,The Pink Panther,"Romance,Mystery & Suspense,Comedy","Mar 20, 1963 Wide",Blake Edwards,"Blake Edwards,Maurice Richlin",The Pink Panther Strikes Again,"Comedy,Crime,Thriller",15 December 1976 (USA),Blake Edwards,"Frank Waldman,Blake Edwards",0
1769,2591,6559,A Brief History of Time,"Documentary,Special Interest","Jan 1, 1992 Wide",Errol Morris,Stephen Hawking,A History of Violence,"Crime,Drama,Thriller",30 September 2005 (USA),David Cronenberg,"John Wagner,Vince Locke",0
1771,3784,6172,The Other Side of Heaven,"Drama,Action & Adventure","Dec 14, 2001 Limited",Mitch Davis,Mitch Davis,Poltergeist II: The Other Side,Horror,23 May 1986 (USA),Brian Gibson,"Michael Grais,Mark Victor",0
1774,2111,4861,G.I. Joe: The Rise of Cobra,"Action & Adventure,Science Fiction & Fantasy","Aug 7, 2009 Wide",Stephen Sommers,"Stuart Beattie,Paul Lovett,David Elliot",Fantastic 4: Rise of the Silver Surfer,"Action,Adventure,Fantasy",15 June 2007 (USA),Tim Story,"Don Payne,Mark Frost",0
1777,653,5682,Hans Christian Andersen,"Kids & Family,Romance,Musical & Performing Arts,Classics","Nov 25, 1952 Wide",Charles Vidor,"Myles Connolly,Moss Hart",Hans Christian Andersen,"Biography,Family,Musical",14 August 1953 (France),Charles Vidor,"Moss Hart,Myles Connolly",1
1783,1497,6062,I Spit on Your Grave (Day of the Woman),"Drama,Horror,Art House & International,Mystery & Suspense","Nov 3, 1978 Wide",Meir Zarchi,Meir Zarchi,I Spit on Your Grave: Vengeance is Mine,"Crime,Horror,Thriller",29 November 2015 (USA),R.D. Braunstein,Daniel Gilboy,0
1789,2355,5301,Sinbad: Legend of the Seven Seas,"Action & Adventure,Animation,Kids & Family,Romance","Jul 2, 2003 Wide","Patrick Gilmore (III),Patrick Gilmore,Tim Johnson",John Logan,The Legend of Tillamook's Gold,Family,23 April 2006 (USA),Jane Beaumont Hall,"Richard A. Doyon,Jane Beaumont Hall",0
1790,606,5084,Father of the Bride,Comedy,"Jan 1, 1991 Wide",Charles Shyer,"Charles Shyer,Nancy Meyers,Albert Hackett,Frances Goodrich,James Orr",Father of the Bride,Comedy,20 December 1991 (USA),Charles Shyer,"Frances Goodrich,Albert Hackett",1
1791,608,5084,Father of the Bride,"Drama,Classics,Comedy","Jan 1, 1950 Wide",Vincente Minnelli,"Frances Goodrich,Albert Hackett",Father of the Bride,Comedy,20 December 1991 (USA),Charles Shyer,"Frances Goodrich,Albert Hackett",0
1813,3773,4355,Auf der Anderen Seite (The Edge of Heaven) (On the Other Side),Drama,"May 23, 2007 Wide",Fatih Akin,"Fatih Akin,Faith Akin",The Creature of the Sunny Side Up Trailer Park,"Comedy,Horror,Mystery",27 March 2006 (Germany),Christopher Coppola,Adrienne Stout,0
1815,4285,4026,The Call of Cthulhu,"Musical & Performing Arts,Horror","Dec 31, 1969 Wide","Andrew Leman,Andrew H. Leman","H.P. Lovecraft,Sean Branney",The Call of Cthulhu,"Fantasy,Horror,Mystery",7 October 2005 (USA),Andrew Leman,"H.P. Lovecraft,Sean Branney",0
1828,288,2933,The Adventures Of Huckleberry Finn,"Action & Adventure,Kids & Family","Jun 1, 1939 Wide",Richard Thorpe,Hugo Butler,The Adventures of RoboRex,"Family,Sci-Fi",17 October 2014 (USA),Stephen Shimek,"Kristi Shimek,Stephen Shimek",0
1834,3632,3750,Friday After Next,Comedy,"Nov 22, 2002 Wide",Marcus Raboy,"D.J. Pooh,Ice Cube",Friday After Next,"Comedy,Drama",22 November 2002 (USA),Marcus Raboy,"Ice Cube,DJ Pooh",1
1835,695,5794,House of Wax,"Drama,Horror,Mystery & Suspense","Apr 10, 1953 Wide",André De Toth,"Charles S. Belden,Crane Wilbur",House of Wax,"Horror,Thriller",6 May 2005 (USA),Jaume Collet-Serra,"Charles Belden,Chad Hayes",0
1845,593,5576,King Solomon's Mines,"Drama,Action & Adventure,Classics","Nov 24, 1950 Wide","Compton Bennett,Andrew Marton",Helen Deutsch,King Solomon's Mines,"Adventure,Romance,Action",24 November 1950 (USA),"Compton Bennett,Andrew Marton","Helen Deutsch,H. Rider Haggard",1
1846,6061,6460,The Last Survivors (The Well),"Action & Adventure,Horror,Mystery & Suspense","Jun 12, 2014 Wide","Tom Hammock,Thomas S. Hammock","Tom Hammock,Jacob Forman,Thomas S. Hammock",The Last Survivors,"Action,Thriller",12 June 2014 (USA),Thomas S. Hammock,"Jacob Forman,Thomas S. Hammock",1
1847,692,4007,Invaders from Mars,"Classics,Science Fiction & Fantasy","Apr 22, 1953 Wide",William Cameron Menzies,"Richard Blake,John Tucker Battle,William Cameron Menzies",Invaders from Mars,"Horror,Sci-Fi",6 June 1986 (USA),Tobe Hooper,"Richard Blake,Dan O'Bannon",0
1848,693,4007,Invaders from Mars,"Horror,Mystery & Suspense,Science Fiction & Fantasy","Jun 6, 1986 Wide",Tobe Hooper,"Richard Blake,Dan O'Bannon,Don Jakoby",Invaders from Mars,"Horror,Sci-Fi",6 June 1986 (USA),Tobe Hooper,"Richard Blake,Dan O'Bannon",1
1853,2550,298,Robin Hood: Prince of Thieves,"Drama,Action & Adventure,Romance","Jun 14, 1991 Wide",Kevin Reynolds,"Pen Densham,John Watson",Robin Hood: Prince of Thieves,"Action,Adventure,Drama",14 June 1991 (USA),Kevin Reynolds,"Pen Densham,Pen Densham",1
1858,4777,3519,Must Love Dogs,"Drama,Romance,Comedy","Jul 29, 2005 Wide",Gary David Goldberg,Gary David Goldberg,Must Love Dogs,"Comedy,Romance",29 July 2005 (USA),Gary David Goldberg,"Claire Cook,Gary David Goldberg",1
1862,1068,6964,Battle of the Bulge,"Drama,Action & Adventure,Classics","Jan 1, 1998 Wide",Ken Annakin,"Milton Sperling,Philip Yordan,John Melson,Bernard Gordon",Battle for the Planet of the Apes,"Action,Sci-Fi",15 June 1973 (USA),J. Lee Thompson,"Pierre Boulle,Paul Dehn",0
1871,293,4322,The Adventures of Huckleberry Finn,"Drama,Action & Adventure,Kids & Family,Classics,Comedy","Aug 3, 1960 Wide",Michael Curtiz,"Mark Twain,James Lee",The Adventures of Pinocchio,"Fantasy,Family,Adventure",26 July 1996 (USA),Steve Barron,"Sherry Mills,Steve Barron",0
1872,302,4322,The Adventures of Sherlock Holmes,"Drama,Horror,Mystery & Suspense,Classics","Jan 1, 1939 Wide",Alfred L. Werker,"William Absalom Drake,Edwin Blum,William A. Drake",The Adventures of Pinocchio,"Fantasy,Family,Adventure",26 July 1996 (USA),Steve Barron,"Sherry Mills,Steve Barron",0
1874,3664,4322,The Adventures of Rocky & Bullwinkle,"Kids & Family,Science Fiction & Fantasy,Comedy","Jun 30, 2000 Wide",Des McAnuff,"Ken Lonergan,Kenneth Lonergan",The Adventures of Pinocchio,"Fantasy,Family,Adventure",26 July 1996 (USA),Steve Barron,"Sherry Mills,Steve Barron",0
1880,592,1007,Cheaper by the Dozen 2,"Comedy,Kids & Family","Dec 21, 2005 Wide",Adam Shankman,Sam Harper,Cheaper by the Dozen,"Comedy,Family",25 December 2003 (USA),Shawn Levy,"Frank B. Gilbreth Jr.,Ernestine Gilbreth Carey",0
1888,4376,7260,Night at the Museum: Secret of the Tomb,"Action & Adventure,Comedy","Dec 19, 2014 Wide",Shawn Levy,"Michael Handelman,David Guion",Night of the Running Man,"Action,Crime,Thriller",4 February 1995 (Japan),Mark L. Lester,"Lee Wells,Lee Wells",0
1889,6264,7260,Return of the Man from U.N.C.L.E.,"Action & Adventure,Television,Mystery & Suspense","Apr 5, 1983 Wide","Ray Austin,Raymond Austin",Michael Sloan,Night of the Running Man,"Action,Crime,Thriller",4 February 1995 (Japan),Mark L. Lester,"Lee Wells,Lee Wells",0
